SRR3437043_Aligned.sortedByCoord.out.bam	SRR3437044_Aligned.sortedByCoord.out.bam	SRR3437051_Aligned.sortedByCoord.out.bam	SRR3437052_Aligned.sortedByCoord.out.bam	SRR3437053_Aligned.sortedByCoord.out.bam	SRR3437054_Aligned.sortedByCoord.out.bam	SRR3437056_Aligned.sortedByCoord.out.bam	SRR3437060_Aligned.sortedByCoord.out.bam
TRBV20-1	1	8	1	0	0	1	0	0
TRBV20OR9-2	0	1	0	0	0	1	0	1
TRBV21-1	0	1	0	0	0	0	0	0
TRBV21OR9-2	0	0	0	0	1	0	0	0
TRBV22-1	0	0	0	0	0	0	0	0
TRBV22OR9-2	0	0	0	0	0	0	0	0
TRBV23-1	3	1	0	0	0	0	0	1
TRBV23OR9-2	0	0	0	0	0	0	0	0
TRBV24-1	0	1	0	0	0	0	0	0
TRBV24OR9-2	0	0	0	0	0	0	0	0
TRBV25-1	0	0	0	0	0	0	0	1
TRBV25OR9-2	0	0	0	0	0	0	0	0
TRBV26	0	0	0	0	0	0	0	0
TRBV26OR9-2	0	1	1	1	0	1	0	0
TRBV27	0	0	0	0	0	1	0	0
TRBV28	0	2	0	0	0	0	0	1
TRBV29-1	0	0	0	0	0	0	0	0
TRBV29OR9-2	0	0	0	0	0	0	0	0
TRBV3-1	2	0	0	0	1	0	0	0
TRBV30	0	1	0	0	0	3	0	0
TRBV4-1	3	5	0	0	0	1	0	0
TRBV4-2	0	1	0	0	0	0	0	0
TRBV5-1	2	3	0	0	2	1	0	0
TRBV5-2	0	0	0	0	0	0	0	0
TRBV5-3	0	0	0	0	0	0	0	0
TRBV5-4	0	1	0	0	0	0	0	0
TRBV5-5	0	1	0	0	0	0	0	0
TRBV5-6	1	1	0	0	1	0	0	0
TRBV5-7	0	0	0	0	0	0	0	0
TRBV6-1	2	0	0	0	0	0	0	0
TRBV6-2	0	3	0	0	0	0	1	0
TRBV6-4	0	0	0	0	0	0	0	0
TRBV6-5	1	0	0	1	0	0	0	0
TRBV6-6	0	0	0	0	0	0	0	0
TRBV6-7	0	0	0	0	0	0	0	0
TRBV6-8	0	0	0	0	0	0	0	0
TRBV7-1	0	0	0	0	0	0	0	0
TRBV7-2	0	1	0	0	0	0	0	0
TRBV7-3	0	0	0	0	0	0	0	0
TRBV7-4	0	0	0	0	0	0	0	0
TRBV7-5	0	0	0	0	0	0	0	0
TRBV7-6	0	1	0	0	0	0	0	0
TRBV7-7	0	0	0	0	0	0	0	0
TRBV7-9	0	2	0	2	0	0	0	0
TRBV8-1	0	0	0	0	0	0	0	0
TRBV8-2	0	0	0	0	0	0	0	0
TRBV9	1	2	0	0	0	0	0	0
TRBVA	0	0	0	0	0	0	0	0
TRBVB	0	0	0	0	0	0	0	0
TRDC	4	5	0	0	1	1	21	2
TRDD1	0	0	0	0	0	0	0	0
TRDD2	0	0	0	0	0	0	0	0
TRDD3	0	0	0	0	0	0	0	0
TRDJ1	0	0	0	0	0	0	0	0
TRDJ2	0	0	0	0	0	0	0	0
TRDJ3	0	0	0	0	0	0	0	0
TRDJ4	0	0	0	0	0	0	0	0
TRDMT1	13	11	13	15	32	35	20	18
TRDN	5	0	1	0	0	0	0	0
TRDN-AS1	0	0	0	0	0	0	0	0
TRDV1	0	0	0	0	0	0	0	0
TRDV2	0	0	0	0	0	0	0	1
TRDV3	0	0	0	0	0	0	0	0
TREH	127	89	35	49	102	55	146	59
TREHP1	0	0	0	1	0	0	0	0
TREM1	0	1	4	1	0	0	0	0
TREM2	9	10	1	8	8	13	16	8
TREML1	1	2	1	1	0	0	1	1
TREML2	0	1	0	0	0	0	1	0
TREML3P	0	0	0	0	0	0	0	1
TREML4	0	0	0	0	0	0	0	0
TREML5P	0	0	0	0	0	0	0	0
TRERF1	101	127	19	17	7	35	20	29
TRERNA1	0	0	0	0	0	0	0	0
TREX1	0	0	0	0	0	0	0	0
TREX2	2	4	1	1	1	6	1	1
TRG-AS1	28	25	10	40	7	6	18	2
TRGC1	70	218	734	2578	102	712	1843	283
TRGC2	30	96	216	456	50	269	282	46
TRGJ1	0	1	5	5	0	1	6	1
TRGJ2	0	2	6	11	0	2	12	2
TRGJP	6	18	110	178	3	39	131	11
TRGJP1	0	0	0	0	0	0	0	0
TRGJP2	1	0	1	7	0	2	5	0
TRGV1	0	0	0	0	0	0	0	0
TRGV10	2	2	17	0	1	18	0	1
TRGV11	0	0	0	0	0	0	0	0
TRGV2	4	4	2	3	0	0	0	0
TRGV3	7	1	1	0	0	0	1	0
TRGV4	6	4	1	0	1	0	0	0
TRGV5	2	1	1	0	0	0	0	0
TRGV5P	2	1	0	0	0	0	0	0
TRGV6	1	0	0	0	0	0	0	0
TRGV7	0	0	1	0	0	0	0	0
TRGV8	0	3	0	1	0	0	0	0
TRGV9	5	2	209	138	3	10	78	5
TRGVA	0	1	4	0	0	0	0	0
TRGVB	0	0	9	0	0	10	0	0
TRH	0	0	0	0	0	0	0	0
TRHDE	17	31	0	3	0	0	3	0
TRHDE-AS1	23	36	0	1	1	2	1	1
TRHR	0	0	0	0	0	0	0	0
TRIAP1	46	39	33	48	64	151	81	66
TRIAP1P1	0	0	0	0	0	0	0	0
TRIB1	33	53	741	1058	103	190	251	380
TRIB2	105	200	62	69	33	91	73	87
TRIB3	22	19	67	61	45	87	57	57
TRIL	30	19	5	5	8	19	14	6
TRIM10	2	0	0	0	0	0	0	0
TRIM11	57	45	77	82	69	112	111	66
TRIM13	66	85	82	124	36	88	79	45
TRIM14	134	215	354	395	317	356	254	203
TRIM15	0	0	0	0	0	0	0	0
TRIM16	43	21	20	38	18	29	25	22
TRIM16L	38	16	29	26	12	42	24	11
TRIM17	2	9	1	2	5	1	5	3
TRIM2	69	97	101	13	26	22	72	23
TRIM21	57	74	15	30	46	76	40	50
TRIM22	216	385	41	33	101	28	39	18
TRIM23	8	32	40	6	12	14	27	12
TRIM24	37	62	98	82	81	130	136	108
TRIM25	148	171	181	95	181	233	144	173
TRIM26	164	172	187	226	202	298	355	185
TRIM26BP	1	0	0	1	0	0	0	0
TRIM27	158	149	188	240	174	209	377	217
TRIM28	401	286	238	371	294	621	536	455
TRIM29	223	259	6	13	3	3	1	8
TRIM3	58	59	108	42	59	71	90	63
TRIM31	35	6	2	4	1	1	0	1
TRIM31-AS1	2	2	0	0	0	0	0	0
TRIM32	31	40	22	23	22	30	26	21
TRIM33	80	104	186	130	107	118	288	85
TRIM34	7	6	1	0	2	2	2	0
TRIM35	41	40	18	22	7	38	13	15
TRIM36	4	26	85	139	49	204	126	109
TRIM36-IT1	0	0	0	1	0	0	2	0
TRIM37	38	53	87	58	21	36	96	57
TRIM38	121	166	118	59	113	86	112	11
TRIM39	53	35	56	39	54	61	67	38
TRIM39-RPP21	0	0	0	0	0	0	0	0
TRIM4	87	94	97	44	40	75	94	66
TRIM40	0	1	0	0	0	0	0	0
TRIM41	105	129	105	102	122	193	96	126
TRIM42	0	0	0	0	0	0	0	0
TRIM43	0	0	0	0	0	0	0	0
TRIM43B	0	0	0	0	0	0	0	0
TRIM43CP	0	0	0	0	0	0	0	0
TRIM44	218	216	197	167	207	220	240	113
TRIM45	71	41	39	23	16	27	15	54
TRIM46	6	4	27	9	4	7	4	8
TRIM47	79	41	13	25	31	27	19	45
TRIM48	0	0	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0	0	0
TRIM49B	0	1	0	0	0	0	0	0
TRIM49C	0	0	0	0	0	0	0	0
TRIM49D1	0	0	5	0	0	0	0	0
TRIM49D2	0	0	5	0	0	0	0	0
TRIM5	68	62	68	83	50	73	96	20
TRIM50	1	0	0	0	0	0	2	1
TRIM51	0	0	0	0	0	0	0	0
TRIM51BP	0	0	1	0	0	0	2	0
TRIM51CP	0	0	0	0	0	0	0	0
TRIM51DP	0	0	0	0	0	0	0	0
TRIM51EP	0	0	1	0	0	0	1	0
TRIM51FP	0	0	0	0	0	0	0	0
TRIM51GP	0	0	0	0	1	0	0	0
TRIM51HP	0	0	0	0	0	0	0	0
TRIM51JP	0	0	0	0	0	0	0	0
TRIM52	72	134	227	104	75	172	105	108
TRIM52-AS1	32	18	12	18	11	9	38	9
TRIM53AP	0	0	0	0	0	0	0	0
TRIM53BP	0	0	0	0	0	0	0	0
TRIM53CP	0	0	0	0	0	0	0	0
TRIM54	4	1	0	1	4	20	3	2
TRIM55	1	0	0	0	0	0	0	0
TRIM56	213	342	301	178	182	211	426	137
TRIM58	0	1	0	3	4	7	6	13
TRIM59	38	58	23	52	58	123	60	34
TRIM6	13	12	2	10	4	3	5	2
TRIM6-TRIM34	0	0	0	0	0	0	0	0
TRIM60	0	0	0	0	0	0	0	0
TRIM60P10Y	0	0	0	0	0	0	0	0
TRIM60P11Y	0	0	0	0	0	0	0	0
TRIM60P13	0	0	0	0	0	0	0	0
TRIM60P14	1	0	0	1	0	1	0	0
TRIM60P15	0	0	0	0	0	0	0	0
TRIM60P16	0	0	0	0	0	0	0	0
TRIM60P17	0	0	0	0	2	0	0	0
TRIM60P18	0	0	0	0	0	0	0	0
TRIM60P19	0	0	0	0	0	0	0	0
TRIM60P3Y	0	0	0	0	0	0	0	0
TRIM60P5Y	0	0	0	0	0	0	0	0
TRIM60P8Y	0	0	0	0	0	0	0	0
TRIM60P9Y	0	0	0	0	0	0	0	0
TRIM61	7	4	1	2	0	1	1	0
TRIM62	28	27	80	25	34	48	37	32
TRIM63	0	2	0	0	0	1	0	0
TRIM64	0	0	0	0	0	0	0	0
TRIM64B	0	0	0	0	0	0	0	1
TRIM64C	0	0	0	0	0	0	0	0
TRIM64DP	0	0	0	0	0	0	0	0
TRIM64EP	0	0	0	0	0	0	0	0
TRIM64FP	0	0	0	0	0	0	0	0
TRIM65	55	64	86	38	38	81	68	73
TRIM66	54	75	55	31	65	131	49	81
TRIM67	0	0	2	0	3	2	0	2
TRIM67-AS1	0	0	0	0	0	0	0	0
TRIM68	64	78	101	135	85	119	137	93
TRIM69	78	83	24	48	77	74	55	34
TRIM7	18	29	10	13	34	31	25	17
TRIM7-AS1	4	2	2	1	2	5	1	1
TRIM71	0	4	0	0	0	0	0	5
TRIM72	1	0	0	0	0	1	0	0
TRIM73	20	21	17	27	12	44	23	26
TRIM74	8	15	8	22	9	26	18	17
TRIM75P	0	0	0	0	0	0	1	0
TRIM77	0	0	1	0	0	0	0	0
TRIM77BP	0	0	1	0	0	0	0	0
TRIM8	213	185	226	160	128	165	219	134
TRIM8-DT	11	10	13	4	6	10	19	7
TRIM80P	0	0	0	0	0	0	1	0
TRIM9	10	13	3	0	0	1	1	2
TRIML1	0	0	0	0	0	0	0	0
TRIML2	0	0	0	0	0	0	0	0
TRIO	158	170	172	145	146	108	195	94
TRIOBP	246	173	95	111	85	142	169	97
TRIP10	239	175	90	87	29	44	96	52
TRIP11	55	51	100	58	41	69	82	64
TRIP12	235	328	230	217	194	214	282	284
TRIP13	4	1	5	8	18	22	7	13
TRIP4	53	51	40	41	41	51	45	46
TRIP6	251	181	53	50	25	66	83	39
TRIQK	37	52	105	69	58	131	77	93
TRIR	222	157	103	259	230	332	423	289
TRIT1	73	80	70	84	55	83	106	64
TRMO	37	34	28	24	21	32	30	18
TRMT1	114	97	80	143	127	203	222	115
TRMT10A	10	14	22	21	10	17	17	11
TRMT10B	60	60	31	29	29	61	52	32
TRMT10BP1	0	0	0	0	0	0	0	0
TRMT10C	26	27	46	36	22	46	50	21
TRMT11	26	34	29	19	10	12	21	17
TRMT112	205	165	92	195	237	396	276	182
TRMT112P1	0	0	0	0	0	0	0	0
TRMT112P2	0	0	0	0	0	0	0	0
TRMT112P3	0	0	0	0	0	0	0	0
TRMT112P4	0	0	0	0	0	0	0	0
TRMT112P5	0	0	0	0	0	0	0	0
TRMT112P6	1	0	1	3	3	2	0	0
TRMT112P7	0	0	0	0	0	0	0	0
TRMT12	35	20	59	36	28	65	30	33
TRMT13	30	40	57	34	24	34	40	27
TRMT1L	38	43	36	20	15	29	15	13
TRMT1P1	0	0	0	0	0	0	0	0
TRMT2A	123	107	94	100	112	256	212	160
TRMT2B	36	36	37	17	18	78	31	25
TRMT2B-AS1	0	0	0	0	0	0	0	0
TRMT44	31	26	21	38	19	36	31	32
TRMT5	41	38	40	44	37	58	49	28
TRMT6	30	28	37	30	22	40	12	19
TRMT61A	74	47	28	62	35	79	94	56
TRMT61B	28	34	39	34	21	35	48	20
TRMT9B	14	14	1	6	2	0	4	4
TRMU	94	84	100	101	79	192	174	104
TRNAU1AP	50	39	26	37	31	36	53	26
TRNP1	32	16	3	9	7	4	9	2
TRNT1	49	69	91	124	148	227	150	145
TRO	101	92	13	13	7	5	20	8
TROAP	4	0	9	8	4	27	24	37
TROAP-AS1	18	4	0	0	0	3	6	0
TRPA1	22	5	1	1	0	4	1	0
TRPC1	32	33	6	5	4	9	15	2
TRPC2	1	1	0	0	0	0	0	0
TRPC3	2	1	0	1	0	0	0	0
TRPC4	44	83	13	17	0	3	12	10
TRPC4AP	179	180	151	175	124	257	184	137
TRPC5	0	0	0	0	0	0	0	1
TRPC5OS	0	0	0	0	0	0	0	0
TRPC6	18	28	5	5	7	4	4	9
TRPC6P	0	0	0	0	0	0	0	0
TRPC7	0	0	3	0	0	1	1	0
TRPC7-AS1	0	0	3	0	0	0	1	0
TRPC7-AS2	0	0	0	0	0	0	0	0
TRPM1	0	1	0	0	0	1	0	0
TRPM2	18	20	56	7	19	73	41	6
TRPM2-AS	2	2	24	0	5	29	15	0
TRPM3	4	5	2	1	0	0	1	0
TRPM4	181	156	425	806	633	640	1523	881
TRPM5	4	0	0	1	0	2	0	2
TRPM6	4	8	2	10	1	3	1	0
TRPM7	61	65	84	65	40	70	74	66
TRPM8	74	218	1341	1052	56	24	426	1058
TRPS1	66	83	19	17	6	7	53	38
TRPT1	59	54	98	152	179	217	151	239
TRPV1	34	29	46	31	37	63	51	17
TRPV2	58	38	6	11	9	10	17	15
TRPV3	14	3	1	1	0	0	0	1
TRPV4	10	21	4	3	3	8	4	3
TRPV5	0	1	4	0	0	0	0	0
TRPV6	201	215	1009	302	433	580	191	756
TRRAP	163	178	228	123	61	162	184	127
TRUB1	29	36	42	24	15	25	31	16
TRUB2	58	67	80	114	65	141	96	61
TSACC	1	0	5	4	3	5	4	3
TSBP1	0	0	1	1	1	4	0	7
TSBP1-AS1	6	10	4	1	1	0	0	1
TSC1	154	203	128	178	175	163	125	175
TSC2	439	355	377	308	306	451	524	336
TSC22D1	646	558	1064	674	370	457	699	465
TSC22D1-AS1	10	16	36	13	3	5	24	5
TSC22D2	45	48	57	37	49	108	35	34
TSC22D3	403	651	142	681	192	600	393	245
TSC22D4	102	99	193	135	83	121	236	109
TSEN15	76	63	32	56	53	101	78	45
TSEN15P1	0	0	0	0	0	0	0	0
TSEN15P2	0	0	0	0	0	0	0	0
TSEN15P3	0	0	0	0	0	0	0	0
TSEN2	28	40	39	60	27	42	26	23
TSEN2P1	0	0	0	0	0	0	0	0
TSEN34	96	68	51	124	72	161	136	107
TSEN54	78	86	101	95	51	132	95	114
TSFM	11	8	11	8	4	18	13	9
TSG101	92	75	102	131	100	132	126	93
TSGA10	8	8	17	22	42	38	68	32
TSGA10IP	0	0	1	0	0	1	0	0
TSGA13	0	0	0	0	0	0	0	0
TSHB	0	0	0	0	0	0	0	0
TSHR	1	0	1	1	3	0	0	1
TSHZ1	82	77	62	66	12	22	41	50
TSHZ2	45	38	27	16	9	5	60	4
TSHZ3	122	110	28	24	23	28	41	22
TSHZ3-AS1	1	2	0	1	0	0	0	0
TSIX	6	2	0	0	0	2	2	0
TSKS	3	2	1	1	1	0	0	0
TSKU	104	58	94	90	35	42	49	69
TSKU-AS1	3	3	2	5	0	0	3	1
TSLP	33	43	0	4	0	0	8	2
TSN	157	144	111	95	93	140	127	124
TSNARE1	36	37	37	61	43	104	67	93
TSNAX	53	63	51	64	36	58	110	56
TSNAX-DISC1	0	0	1	0	0	0	0	0
TSNAXIP1	79	53	31	50	40	100	42	39
TSPAN1	253	352	888	2722	2275	3391	966	2074
TSPAN10	7	10	4	12	17	21	10	13
TSPAN11	36	17	8	4	1	6	23	1
TSPAN12	25	19	17	32	35	25	35	32
TSPAN13	52	64	481	283	117	85	154	160
TSPAN14	176	180	278	177	153	278	194	171
TSPAN15	120	82	54	72	59	132	82	78
TSPAN16	0	0	1	1	0	0	0	0
TSPAN17	83	76	110	80	114	174	135	96
TSPAN18	192	97	44	28	20	25	41	23
TSPAN18-AS1	0	0	0	0	0	0	0	0
TSPAN19	0	0	0	106	0	0	1	2
TSPAN2	70	45	25	16	11	2	25	12
TSPAN3	398	357	176	343	232	408	304	170
TSPAN31	198	174	106	249	209	406	268	206
TSPAN32	12	19	0	1	4	7	2	4
TSPAN33	43	49	34	65	22	45	48	40
TSPAN4	115	92	18	40	21	25	69	24
TSPAN5	25	33	19	12	56	68	49	43
TSPAN5-DT	2	3	1	0	2	9	5	1
TSPAN6	134	115	90	130	15	7	68	71
TSPAN7	65	38	19	5	8	16	11	6
TSPAN8	42	106	22	411	416	531	104	227
TSPAN9	187	146	137	114	132	227	187	100
TSPAN9-IT1	0	0	0	0	0	0	0	0
TSPEAR	1	0	2	0	0	1	2	0
TSPEAR-AS1	5	1	1	0	0	0	0	0
TSPEAR-AS2	5	1	0	1	0	0	1	0
TSPO	119	71	60	164	72	155	290	218
TSPO2	0	0	0	0	0	0	0	0
TSPOAP1	275	260	158	148	142	226	254	222
TSPOAP1-AS1	133	84	69	70	40	71	108	53
TSPY1	0	0	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0	0	0
TSPY11P	0	0	0	0	0	0	0	0
TSPY12P	0	0	0	0	0	0	0	0
TSPY13P	0	0	0	0	0	0	0	0
TSPY14P	0	0	0	0	0	0	0	0
TSPY15P	0	0	0	0	0	0	0	0
TSPY16P	0	0	0	0	0	0	0	0
TSPY17P	0	0	0	0	0	0	0	0
TSPY18P	0	0	0	0	0	0	0	0
TSPY19P	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0
TSPY20P	0	0	0	0	0	0	0	0
TSPY21P	0	0	0	0	0	0	0	0
TSPY22P	0	0	0	0	0	0	0	0
TSPY23P	0	0	0	0	0	0	0	0
TSPY24P	0	0	0	0	0	0	0	0
TSPY25P	0	0	0	0	0	0	0	0
TSPY26P	36	37	12	8	18	37	18	16
TSPY3	0	0	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0	0	0
TSPY5P	0	0	0	0	0	0	0	0
TSPY6P	0	0	0	0	0	0	0	0
TSPY7P	0	0	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0	0	0
TSPY9P	0	0	0	0	0	0	0	0
TSPYL1	295	321	282	166	162	260	292	231
TSPYL2	486	471	201	276	244	504	396	298
TSPYL4	143	161	151	53	43	103	158	111
TSPYL5	85	88	98	55	14	18	83	80
TSPYL6	0	0	0	0	0	0	0	0
TSR1	133	131	149	141	105	193	134	65
TSR2	168	122	64	112	107	464	131	192
TSR3	78	58	52	93	111	114	174	87
TSSC2	9	21	2	0	1	5	6	0
TSSC4	71	42	59	76	73	126	127	53
TSSK1A	1	0	0	0	0	3	1	1
TSSK1B	0	1	0	0	0	0	0	0
TSSK2	3	0	4	1	2	5	1	2
TSSK3	26	22	16	16	15	27	22	20
TSSK4	12	19	12	1	4	4	8	5
TSSK5P	8	6	11	2	1	8	2	1
TSSK6	3	2	6	2	0	1	2	1
TST	43	22	36	105	82	138	140	61
TSTD1	55	48	70	170	221	286	235	117
TSTD2	109	108	67	79	77	106	71	57
TSTD3	35	47	62	37	58	26	49	13
TTBK1	4	5	2	4	1	0	0	0
TTBK2	46	53	50	35	20	33	30	34
TTBK2-AS1	24	35	14	17	12	14	14	15
TTC1	97	93	100	128	80	108	128	93
TTC12	64	61	102	41	57	60	57	58
TTC12-DT	14	7	0	1	1	0	5	0
TTC13	46	46	25	34	44	60	32	50
TTC14	75	159	147	110	150	218	129	94
TTC16	4	8	3	1	5	6	3	2
TTC17	198	261	236	198	147	239	200	143
TTC19	100	132	156	153	189	264	232	95
TTC21A	34	23	17	15	31	31	46	35
TTC21B	45	89	69	145	55	109	81	60
TTC21B-AS1	0	1	2	0	0	0	0	0
TTC22	20	44	18	2	25	23	2	7
TTC23	49	63	35	52	27	30	41	15
TTC23L	4	2	8	3	0	5	10	2
TTC23L-AS1	4	6	3	5	8	8	6	13
TTC24	3	1	2	0	0	1	1	1
TTC26	12	19	16	10	8	9	20	7
TTC27	31	30	21	37	23	49	25	29
TTC28	142	118	32	43	37	46	45	23
TTC28-AS1	49	93	52	84	58	101	42	59
TTC29	0	0	0	0	2	0	0	0
TTC3	455	485	456	442	570	884	799	649
TTC3-AS1	26	38	34	15	22	48	30	19
TTC30A	16	16	31	22	8	18	29	20
TTC30B	13	26	29	11	9	17	28	10
TTC31	100	103	76	63	61	78	66	73
TTC32	15	22	19	37	30	45	32	30
TTC32-DT	0	1	1	0	1	0	0	0
TTC33	25	35	24	16	16	26	26	14
TTC34	6	9	16	4	9	9	16	0
TTC36	3	1	5	7	5	8	16	4
TTC36-AS1	12	17	17	16	7	14	23	14
TTC37	108	150	188	70	82	151	108	112
TTC38	99	65	187	254	129	208	139	83
TTC39A	50	51	88	182	174	212	95	63
TTC39A-AS1	1	3	4	13	9	6	1	3
TTC39B	22	36	10	17	13	24	18	8
TTC39C	34	27	36	24	22	24	51	21
TTC39C-AS1	0	0	0	0	0	0	0	0
TTC39CP1	0	0	0	0	0	0	0	0
TTC39DP	0	0	0	0	0	0	0	0
TTC3P1	5	15	15	8	7	21	11	5
TTC4	8	18	12	2	4	3	5	7
TTC41P	5	1	3	3	6	10	6	4
TTC4P1	0	0	0	0	0	0	0	0
TTC5	21	29	37	26	21	42	21	17
TTC6	18	46	85	164	82	57	121	47
TTC7A	74	64	47	34	21	45	41	18
TTC7B	60	52	44	93	34	59	16	38
TTC8	69	78	49	75	39	58	58	74
TTC9	17	39	35	16	16	26	29	32
TTC9-DT	0	1	0	0	0	0	0	0
TTC9B	0	0	1	0	3	3	1	1
TTC9C	42	43	36	24	35	61	34	32
TTF1	28	41	24	22	24	23	44	24
TTF2	24	37	35	20	11	37	12	18
TTI1	43	51	49	51	65	96	67	49
TTI2	51	32	14	31	10	27	20	10
TTK	3	3	5	4	4	6	12	3
TTL	70	80	50	40	58	86	89	42
TTLL1	21	26	12	22	17	23	23	14
TTLL1-AS1	5	3	2	6	11	14	12	12
TTLL10	3	2	0	0	2	2	2	5
TTLL10-AS1	0	0	0	0	0	0	1	0
TTLL11	41	21	33	20	9	18	14	11
TTLL12	94	85	289	215	126	262	296	191
TTLL13P	0	0	1	2	0	1	2	3
TTLL2	0	2	1	1	0	0	1	3
TTLL3	344	379	98	137	115	204	163	155
TTLL4	44	58	54	33	25	27	30	20
TTLL5	71	67	45	54	42	46	42	30
TTLL6	1	1	2	2	4	4	0	1
TTLL7	45	60	48	38	26	41	69	26
TTLL7-IT1	0	0	0	0	0	0	0	0
TTLL8	0	0	1	0	0	0	0	0
TTLL9	4	4	1	0	5	5	3	2
TTN	72	75	73	126	98	111	44	64
TTN-AS1	28	29	23	51	39	68	33	34
TTPA	0	0	0	0	0	0	0	0
TTPAL	36	52	24	28	46	84	52	36
TTR	0	1	0	18	9	9	1	0
TTTY1	0	0	0	0	0	0	0	0
TTTY10	1	2	0	1	0	1	0	0
TTTY11	0	0	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0
TTTY13	0	0	0	0	0	1	0	0
TTTY14	27	37	24	11	156	464	147	40
TTTY17A	0	0	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0
TTTY25P	0	0	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0
TTTY4B	0	0	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0	0	0
TTTY6	0	1	0	0	0	0	0	0
TTTY6B	0	1	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0	0	0
TTYH1	5	6	15	13	3	6	4	5
TTYH2	32	32	22	8	5	6	11	12
TTYH3	118	114	350	150	94	183	164	78
TUB	123	168	33	34	29	48	44	34
TUB-AS1	0	0	0	0	0	0	0	0
TUBA1A	793	456	189	240	156	132	344	127
TUBA1B	816	618	478	553	337	784	732	548
TUBA1C	378	238	238	256	162	381	260	277
TUBA3C	0	0	0	0	0	0	0	0
TUBA3D	8	3	3	4	6	17	4	3
TUBA3E	0	1	0	0	0	3	0	1
TUBA3FP	0	6	1	0	0	0	2	0
TUBA3GP	0	0	0	0	0	0	0	0
TUBA4A	99	78	13	35	41	91	16	7
TUBA4B	1	0	0	3	6	0	0	0
TUBA5P	4	5	11	7	6	19	63	21
TUBA8	1	1	3	1	0	0	5	1
TUBAL3	1	0	0	0	1	1	0	0
TUBAP1	0	0	0	0	0	0	0	0
TUBAP10	0	0	0	0	0	0	0	0
TUBAP11	0	0	0	0	0	0	0	0
TUBAP12	0	0	0	0	0	0	0	0
TUBAP13	0	0	0	0	0	0	0	0
TUBAP14	0	0	0	0	0	0	0	0
TUBAP15	0	0	0	0	0	0	0	0
TUBAP2	2	5	5	2	4	6	6	5
TUBAP4	0	0	0	0	0	0	0	0
TUBAP6	0	0	0	0	0	0	0	0
TUBAP7	0	0	0	0	0	0	0	0
TUBAP8	0	0	0	0	0	0	0	0
TUBAP9	0	0	0	0	0	0	0	0
TUBB	962	713	500	705	516	1315	1360	992
TUBB1	7	0	3	2	3	6	6	1
TUBB1P1	0	0	0	0	0	0	0	0
TUBB1P2	0	0	0	0	0	0	0	0
TUBB2A	58	28	56	172	107	104	66	57
TUBB2B	28	18	32	93	57	60	54	33
TUBB2BP1	0	0	3	4	3	1	3	1
TUBB3	0	1	1	1	0	1	10	0
TUBB3P1	0	0	0	0	0	0	0	0
TUBB3P2	0	0	0	0	0	0	0	0
TUBB4A	3	2	9	13	40	44	2	1
TUBB4AP1	0	0	1	0	0	0	0	0
TUBB4B	327	187	364	537	634	1073	575	624
TUBB4BP1	0	0	0	0	0	0	0	0
TUBB4BP2	0	0	0	0	0	0	0	0
TUBB4BP3	0	0	0	0	0	0	0	0
TUBB4BP4	0	0	0	0	0	0	0	0
TUBB4BP5	0	0	0	0	0	0	0	0
TUBB4BP6	0	0	0	0	0	0	0	0
TUBB4BP7	0	0	0	0	0	0	0	0
TUBB4BP8	0	0	0	0	0	0	0	0
TUBB6	379	199	140	145	146	271	223	136
TUBB7P	0	1	0	0	1	0	0	0
TUBB8	0	4	2	0	2	2	3	0
TUBB8B	1	0	3	0	2	4	1	0
TUBB8P1	0	0	0	0	0	1	0	0
TUBB8P10	0	0	0	0	0	0	0	0
TUBB8P11	0	0	0	0	0	2	0	0
TUBB8P2	0	0	1	0	0	0	0	0
TUBB8P3	0	0	0	0	0	0	0	0
TUBB8P4	0	0	0	0	0	0	0	0
TUBB8P5	0	0	0	0	0	0	0	0
TUBB8P6	0	0	0	0	0	0	0	0
